registro;acta;semana;capitulo;competencia;abs_inicial;abs_final;civ;item;descripcion;und;longitud;ancho;espesor;cantidad;valor_unitario;costo_directo;calzada;tramo_inicio;tramo_final;pk_id;tramo;observaciones;contrato_id
15373;24;102;8.CODENSA REDES SECAS;IDU;1448;1450;1000938;NP-122;CAJA DE INSPECCIÓN DOBLE PARA CANALIZACIÓN NORMA CODENSA CS 276 ACTUALIZADA A LA NORMA CODENSA 2018  (Anden. Incluye Base, Muros, Pañete, Marco y Tapas).;UN;1;0;0;1;1961938;1961938;OCCIDENTAL;CS276 #228-1;CS276 #228-1;525265;TRAMO 2;construcción en mampostería para caja 228-1, altura de caja=1,35m;2
15374;24;102;4.ESPACIO PUBLICO;IDU;410;430;1001348;1.03.;EXCAVACION MANUAL EN MATERIAL COMUN. Incluye cargue.;M3;20;0.3;0.28;1.68;23261;39078;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;excavación manual para instalación de bordillo a80 de confinamiento costado occidental;2
15375;24;102;4.ESPACIO PUBLICO;IDU;410;430;1001348;4.08.;BORDILLO PREFABRICADO A80 (Suministro e Instalación. Incluye 3cm Mortero de Nivelación 1:5);ML;20;0;0;20;45803;916060;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;instalación de bordillo a80 de confinamiento con cama de mortero y boquilla;2
15376;24;102;4.ESPACIO PUBLICO;IDU;325;335;1001348;1.03.;EXCAVACION MANUAL EN MATERIAL COMUN. Incluye cargue.;M3;10;0.3;0.28;0.84;23261;19539;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;excavación manual para instalación de bordillo a81 hombro izquierdo de ciclo ruta;2
15377;24;102;4.ESPACIO PUBLICO;IDU;325;335;1001348;NP-200;SARDINEL PREFABRICADO A81 (Suministro e Instalación. Incluye 3cm Mortero de Nivelación 2000 PSI);m;10;0;0;10;45614;456140;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;instalación de bordillo a81 hombro izquierdo de ciclo ruta;2
15378;24;102;4.ESPACIO PUBLICO;IDU;280;335;1001348;4.01.;PISO EN ADOQUIN DE ARCILLA 20x10x6cm (Suministro e Instalación. Incluye Base 3cm Arena Nivelacion y Arena de Sello);M2;53.2;1.5;0;79.8;42399;3383440;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;instalación de adoquin en arcilla espacio público costado oriental franja izquierda. la cantidad reportada se obtiene de la suma de los paños instalados.;2
15379;24;102;4.ESPACIO PUBLICO;IDU;280;335;1001348;4.04.;PISOS EN LOSETA PREFABRICADA A55 TÁCTIL ALERTA Y/O A56 GUIA 40x40x6 cm. SUMINISTRO E INSTALACIÓN. (INCLUYE 4cm DE MORTERO 1:5 HECHO EN OBRA PARA BASE Y ARENA DE PEÑA PARA SELLO).;M2;51;0.4;0;20.4;72505;1479102;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;instalación de loseta táctil guía a56 espacio público costado occidental franja izquierda.;2
15380;24;102;4.ESPACIO PUBLICO;IDU;280;335;1001348;4.04.;PISOS EN LOSETA PREFABRICADA A55 TÁCTIL ALERTA Y/O A56 GUIA 40x40x6 cm. SUMINISTRO E INSTALACIÓN. (INCLUYE 4cm DE MORTERO 1:5 HECHO EN OBRA PARA BASE Y ARENA DE PEÑA PARA SELLO).;M2;51;0.4;0;20.4;72505;1479102;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;instalación de loseta táctil de advertencia a55 espacio público costado occidental franja izquierda.;2
15381;24;102;4.ESPACIO PUBLICO;IDU;280;335;1001348;1.03.;EXCAVACION MANUAL EN MATERIAL COMUN. Incluye cargue.;M3;22.4;0.3;0.28;1.88;23261;43731;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;excavación manual para instalación de bordillos a80 transversales;2
15382;24;102;4.ESPACIO PUBLICO;IDU;280;335;1001348;4.08.;BORDILLO PREFABRICADO A80 (Suministro e Instalación. Incluye 3cm Mortero de Nivelación 1:5);ML;22.4;0;0;22.4;45803;1025987;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;instalación de bordillos a80 transversales con cama de mortero y boquilla.;2
15383;24;102;4.ESPACIO PUBLICO;IDU;278;281;1001348;NP-196;CONTENEDOR DE RAICES DE 2,80m x 0.94m H=1,00 m. (Incluye construcción de muros en concreto, colocación de filtro en gravilla. Incluye tierra negra);UN;1;0;0;1;1232505;1232505;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;construcción en mampostería de contenedor de raíces número 20. 2.8 mts de largo. 0.94 mts de ancho. 1.2 mts de altura.;2
15384;24;102;4.ESPACIO PUBLICO;IDU;261;264;1001348;NP-196;CONTENEDOR DE RAICES DE 2,80m x 0.94m H=1,00 m. (Incluye construcción de muros en concreto, colocación de filtro en gravilla. Incluye tierra negra);UN;1;0;0;1;1232505;1232505;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;construcción en mampostería de contenedor de raíces número 18. 2.8 mts de largo. 0.94 mts de ancho. 1.2 mts de altura.;2
15386;24;102;6.REDES DE ACUEDUCTO;IDU;505;513;1001348;6.01.;EXCAVACION MANUAL PARA REDES PROFUNDIDAD 0m - 2m (Incluye Cargue);M3;11.5;0.8;0.9;8.28;23261;192601;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;"excavación manual para instalación de tubería de agua potable de 12"".";2
15387;24;102;6.REDES DE ACUEDUCTO;IDU;505;513;1001348;6.04.;RELLENO PARA REDES EN ARENA DE PEÑA (Suministro, Extendido, Humedecimiento y Compactación);M3;11.5;0.8;0.42;3.86;83639;322847;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;"cama y recubrimiento con arena de peña para proteger tubería de agua potable de 12""";2
15389;24;102;6.REDES DE ACUEDUCTO;IDU;505;513;1001348;6.20.;"CODO HD 22.5° EXTREMO LISO PARA PVC D=12"" (Suministro e Instalación)";UN;1;0;0;1;1164620;1164620;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;"instalación de accesorios para tubería de agua potable de 12"". dos (2) codos de 22.5°.";2
15388;24;102;6.REDES DE ACUEDUCTO;IDU;505;513;1001348;6.12.;"TUBERIA PVC D=12"" TIPO U.M. RDE 21 (Suministro e Instalación)";ML;6;0;0;6;312679;1876074;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;"instalación de tubería de pvc de 12"" para agua potable";2
15390;24;102;6.REDES DE ACUEDUCTO;IDU;505;513;1001348;NP-124;"UNION PVC TIPO U.M. D= 12"" (Suministro e Instalación)";UN;1;0;0;1;609995;609995;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;"instalación de accesorios para tubería de agua potable de 12"". cuatro (4) uniones de 12""";2
15391;24;102;6.REDES DE ACUEDUCTO;IDU;505;513;1001348;NP-124;"UNION PVC TIPO U.M. D= 12"" (Suministro e Instalación)";UN;1;0;0;1;609995;609995;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;"instalación de accesorios para tubería de agua potable de 12"". cuatro (4) uniones de 12""";2
15392;24;102;6.REDES DE ACUEDUCTO;IDU;505;513;1001348;NP-124;"UNION PVC TIPO U.M. D= 12"" (Suministro e Instalación)";UN;1;0;0;1;609995;609995;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;"instalación de accesorios para tubería de agua potable de 12"". cuatro (4) uniones de 12""";2
15393;24;102;6.REDES DE ACUEDUCTO;IDU;505;513;1001348;NP-124;"UNION PVC TIPO U.M. D= 12"" (Suministro e Instalación)";UN;1;0;0;1;609995;609995;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;"instalación de accesorios para tubería de agua potable de 12"". cuatro (4) uniones de 12""";2
15394;24;102;6.REDES DE ACUEDUCTO;IDU;505;513;1001348;6.20.;"CODO HD 22.5° EXTREMO LISO PARA PVC D=12"" (Suministro e Instalación)";UN;1;0;0;1;1164620;1164620;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;"instalación de accesorios para tubería de agua potable de 12"". dos (2) codos de 22.5°.";2
15395;24;102;6.REDES DE ACUEDUCTO;IDU;505;513;1001348;6.44.;"VALVULA COMPUERTA ELASTICA VASTAGO NO ASCENDENTE EXTREMO LISO D=12"" (Suministro e Instalación)";UN;1;0;0;1;3835482;3835482;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;"instalación de accesorios para tubería de agua potable de 12"". una (1) válvula de 12"".";2
15397;24;102;5.ESTRUCTURAS PARA REDES;IDU;505;513;1001348;5.10.;CONCRETO 2000 PSI PARA REDES (Suministro y Colocación);M3;0.4;0.5;0.4;0.08;392244;31380;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;fundida de dado para protección de accesorios de agua potable.;2
15396;24;102;6.REDES DE ACUEDUCTO;IDU;505;513;1001348;6.05.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;11.5;0.8;0.48;4.42;59152;261452;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;recubrimiento de excavación con material seleccionado b200;2
15398;24;102;5.ESTRUCTURAS PARA REDES;IDU;505;513;1001348;5.10.;CONCRETO 2000 PSI PARA REDES (Suministro y Colocación);M3;0.4;0.5;0.4;0.08;392244;31380;ORIENTAL;CALLE 173;CALLE 173;91062402;TRAMO 1;"fundida de dado para accesorios de agua potable de 12""";2
15399;24;102;4.ESPACIO PUBLICO;IDU;146;155;1001382;4.09.;SARDINEL TIPO A10 (Suministro e Instalación. Incluye 3cm Mortero 2000 PSI);ML;9;0;0;9;57235;515115;OCCIDENTAL;CALLE 172;CALLE 172;503549;TRAMO 1;instalación de sardinel a10 con cama de mortero y boquilla calzada occidental hombro izquierdo.;2
15400;24;102;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;2000;2032;1000259;NP-035;EXCAVACION MECANICA EN MATERIAL COMUN PARA REDES DE ALCANTARILLADO (INCLUYE CARGUE);M3;32;1.2;1.2;46.08;4819;222060;ORIENTAL;PZ 81;PZ 81;525253;TRAMO 2;"excavacion mecánica para instalación de tubería de 12"" en novafort de la red pluvial que conecta del pz 82 al pz 81.";2
15401;24;102;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;2000;2032;1000259;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;32;1.2;0.1;3.84;93985;360902;ORIENTAL;PZ 81;PZ 81;525253;TRAMO 2;"instalación de cama en material triturado para instalación de tubería de 12"" en novafort de la red pluvial que conecta del pz 82 al pz 81.";2
15402;24;102;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;2000;2032;1000259;7.29.;"TUBERIA PVC U.M. EXT CORRUGADO/INT LISO U.M. NORMA NTC 3722-1 D=12"" (Incluye Suministro e Instalación)";ML;32;0;0;32;103826;3322432;ORIENTAL;PZ 81;PZ 81;525253;TRAMO 2;"instalación de tubería de 12"" en novafort de la red pluvial que conecta del pz 82 al pz 81.";2
15403;24;102;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;2000;2032;1000259;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;32;1.2;0.11;4.22;93985;396617;ORIENTAL;PZ 81;PZ 81;525253;TRAMO 2;"lleno en material triturado a 1/3 del tubo, para instalación de tubería de 12"" en novafort de la red pluvial que conecta del pz 82 al pz 81.";2
15404;24;102;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;2000;2032;1000259;NP-177;"RELLENO EN TRITURADO DE 3/4"" (INCLUYE TRANSPORTE, SUMINISTRO, EXTENDIDO A MAQUINA Y COLOCACION)";M3;32;1.2;-0.02;-0.77;93985;-72368;ORIENTAL;PZ 81;PZ 81;525253;TRAMO 2;"descuento del lleno a 1/3 del tubo en material triturado, para instalación de tubería de 12"" en novafort de la red pluvial que conecta del pz 82 al pz 81.";2
15405;24;102;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;2000;2032;1000259;7.10.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;32;1.2;0.21;8.06;59152;476765;ORIENTAL;PZ 81;PZ 81;525253;TRAMO 2;"lleno en material granular b200 a 2/3 del tubo, para instalación de tubería de 12"" en novafort de la red pluvial que conecta del pz 82 al pz 81.";2
15406;24;102;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;2000;2032;1000259;7.10.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;32;1.2;-0.04;-1.54;59152;-91094;ORIENTAL;PZ 81;PZ 81;525253;TRAMO 2;"descuento de 2/3 del volumen total de la tubería ,al lleno en material granular b200 a 2/3 del tubo, para instalación de tubería de 12"" en novafort de la red pluvial que conecta del pz 82 al pz 81.";2
15407;24;102;7.PLUVIAL REDES DE ALCANTARILLADO;IDU;2000;2032;1000259;NP-036;SUBBASE GRANULAR CLASE C PARA REDES (SBG_C) (SUMINISTRO, EXTENDIDO MANUAL, HUMEDECIMIENTO Y COMPACTACIÓN);M3;32;1.2;0.5;19.2;102692;1971686;ORIENTAL;PZ 81;PZ 81;525253;TRAMO 2;lleno en sub base granular tipo c a nivel del sello de la via .( se remplaza el material b200 debido a que los primeros 15 metros la tubería se encuentra dentro de la estructura de la via o muy cerca al nivel de la subrasante). por lo tanto se remplaza el lleno en rajón por el lleno en material granular tipo c en los primeros 15 metros , de la abscisa 2016 a la 2032 el material se llena a nivel de subrasante de la via).;2
15408;24;102;8.CODENSA REDES SECAS;IDU;1470;1472;1000938;8.01.;EXCAVACION MANUAL PARA REDES PROFUNDIDAD 0m - 2m (Incluye Cargue);M3;2;1.8;1.45;5.22;23261;121422;OCCIDENTAL;CS276 #226;CS276 #226;525265;TRAMO 2;excavación manual para caja de codensa #226;2
15409;24;102;8.CODENSA REDES SECAS;IDU;1470;1472;1000938;NP-122;CAJA DE INSPECCIÓN DOBLE PARA CANALIZACIÓN NORMA CODENSA CS 276 ACTUALIZADA A LA NORMA CODENSA 2018  (Anden. Incluye Base, Muros, Pañete, Marco y Tapas).;UN;1;0;0;1;1961938;1961938;OCCIDENTAL;CS276 #226;CS276 #226;525265;TRAMO 2;construcción en mampostería para caja cs276 #226, altura=1,35m;2
15411;24;102;7.SANITARIO REDES DE ALCANTARILLADO;IDU;128;1280;1001035;NP-284;MANEJO DE AGUAS (INCLUYE MOTOBOMBA CON COMBUSTIBLE Y OPERADOR);HR;3;0;0;3;8449;25347;ORIENTAL;POZO 186A;POZO 186A;525268;TRAMO 1;bombeo para drenaje de pozo #186a de 7:00 a 10 am;2
15412;24;102;6.REDES DE ACUEDUCTO;IDU;340;340;1001348;6.01.;EXCAVACION MANUAL PARA REDES PROFUNDIDAD 0m - 2m (Incluye Cargue);M3;5;0.6;0.9;2.7;23261;62805;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;"excavación manual para instalación de tubería de agua potable de 8""";2
15413;24;102;6.REDES DE ACUEDUCTO;IDU;340;340;1001348;6.04.;RELLENO PARA REDES EN ARENA DE PEÑA (Suministro, Extendido, Humedecimiento y Compactación);M3;5;0.6;0.35;1.05;83639;87821;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;"cama y recubrimiento con arena de peña para tubería de agua potable de 8"".";2
15414;24;102;6.REDES DE ACUEDUCTO;IDU;340;340;1001348;6.11.;"TUBERIA PVC D=8"" TIPO U.M. RDE 21 (Suministro e Instalación)";ML;3.2;0;0;3.2;145554;465773;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;"instalación de tubería de pvc de 8"" para agua potable";2
15415;24;102;6.REDES DE ACUEDUCTO;IDU;340;340;1001348;NP-123;"UNION PVC TIPO U.M. D= 8"" (Suministro e Instalación)";UN;1;0;0;1;219935;219935;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;"instalación de accesorios para tubería de agua potable de 8"".  seis (6) uniones de 8"".";2
15416;24;102;6.REDES DE ACUEDUCTO;IDU;340;340;1001348;NP-123;"UNION PVC TIPO U.M. D= 8"" (Suministro e Instalación)";UN;1;0;0;1;219935;219935;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;"instalación de accesorios para tubería de agua potable de 8"".  seis (6) uniones de 8"".";2
15417;24;102;6.REDES DE ACUEDUCTO;IDU;340;340;1001348;NP-123;"UNION PVC TIPO U.M. D= 8"" (Suministro e Instalación)";UN;1;0;0;1;219935;219935;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;"instalación de accesorios para tubería de agua potable de 8"".  seis (6) uniones de 8"".";2
15418;24;102;6.REDES DE ACUEDUCTO;IDU;340;340;1001348;NP-123;"UNION PVC TIPO U.M. D= 8"" (Suministro e Instalación)";UN;1;0;0;1;219935;219935;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;"instalación de accesorios para tubería de agua potable de 8"".  seis (6) uniones de 8"".";2
15419;24;102;6.REDES DE ACUEDUCTO;IDU;340;340;1001348;NP-123;"UNION PVC TIPO U.M. D= 8"" (Suministro e Instalación)";UN;1;0;0;1;219935;219935;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;"instalación de accesorios para tubería de agua potable de 8"".  seis (6) uniones de 8"".";2
15420;24;102;6.REDES DE ACUEDUCTO;IDU;340;340;1001348;NP-123;"UNION PVC TIPO U.M. D= 8"" (Suministro e Instalación)";UN;1;0;0;1;219935;219935;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;"instalación de accesorios para tubería de agua potable de 8"".  seis (6) uniones de 8"".";2
15421;24;102;6.REDES DE ACUEDUCTO;IDU;340;340;1001348;6.47.;"VALVULA COMPUERTA ELASTICA VASTAGO NO ASCENDENTE EXTREMO LISO D=8"" (Suministro e Instalación)";UN;1;0;0;1;1614339;1614339;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;"instalación de accesorios para tubería de agua potable de 8"".  una (1) válvula de 8"".";2
15422;24;102;5.ESTRUCTURAS PARA REDES;IDU;340;340;1001348;5.10.;CONCRETO 2000 PSI PARA REDES (Suministro y Colocación);M3;0.4;0.5;0.4;0.08;392244;31380;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;"fundida de dado en concreto para válvula de 8"".";2
15423;24;102;6.REDES DE ACUEDUCTO;IDU;340;340;1001348;6.48-A.;"CONSTRUCCIÓN DE CAJA PARA VALVULA D= 3"", D= 4"", D= 6"" Y D= 8"" (NORMA EAAB NS-027) DE 0.4m x0.5m H=2.0m (Incluye Marco y Tapa).";UN;1;0;0;1;531075;531075;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;"construcción de caja en mampostería para válvula de 8"".  0.6 mts largo. 0.5 mts de ancho. 0.9 mts de altura.";2
15424;24;102;6.REDES DE ACUEDUCTO;IDU;340;340;1001348;6.05.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;4.5;0.6;0.3;0.81;59152;47913;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;relleno de excavación con material seleccionado b200;2
15425;24;102;4.ESPACIO PUBLICO;IDU;340;340;1001348;NP-008;Subbase Granular Clase C.(SGBG-C) Con reciclado de concreto hidraulico. (suministro, Extendido Manual , Humedecimiento y Compacatacion con vibrocompactador);m3;4.5;0.6;0.25;0.68;121570;82668;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;relleno de excavación con material reciclado;2
15426;24;102;5.ESTRUCTURAS PARA REDES;IDU;34;34;1001382;5.10.;CONCRETO 2000 PSI PARA REDES (Suministro y Colocación);M3;0.4;0.5;0.4;0.08;392244;31380;OCCIDENTAL;CALLE 172;CALLE 172;503549;TRAMO 1;"fundida de dado para accesorios de agua potable de 12""";2
15427;24;102;6.REDES DE ACUEDUCTO;IDU;34;34;1001382;6.48-A.;"CONSTRUCCIÓN DE CAJA PARA VALVULA D= 3"", D= 4"", D= 6"" Y D= 8"" (NORMA EAAB NS-027) DE 0.4m x0.5m H=2.0m (Incluye Marco y Tapa).";UN;1;0;0;1;531075;531075;OCCIDENTAL;CALLE 172;CALLE 172;503549;TRAMO 1;construcción de caja para válvula de agua potable.  0.6 mts de largo. 0.5 mts ancho. 0.9 mts de altura.;2
15428;24;102;6.REDES DE ACUEDUCTO;IDU;45;45;1001382;6.48-A.;"CONSTRUCCIÓN DE CAJA PARA VALVULA D= 3"", D= 4"", D= 6"" Y D= 8"" (NORMA EAAB NS-027) DE 0.4m x0.5m H=2.0m (Incluye Marco y Tapa).";UN;1;0;0;1;531075;531075;OCCIDENTAL;CALLE 172;CALLE 172;503549;TRAMO 1;"construcción en mampostería de caja para válvula de 8"".  0.6 mts de largo. 0.5 kts de ancho. 0.9 mts de altura.";2
15429;24;102;4.ESPACIO PUBLICO;IDU;570;590;1001348;4.09.;SARDINEL TIPO A10 (Suministro e Instalación. Incluye 3cm Mortero 2000 PSI);ML;20;0;0;20;57235;1144700;OCCIDENTAL;CALLE 173;CALLE 173;503554;TRAMO 1;instalación de sardinel a10 con cama de mortero y boquilla calzada occidental hombro izquierdo de vía.;2
15430;24;102;6.REDES DE ACUEDUCTO;IDU;1199;1211;1001035;6.04.;RELLENO PARA REDES EN ARENA DE PEÑA (Suministro, Extendido, Humedecimiento y Compactación);M3;12;0.6;0.35;2.52;83639;210770;ORIENTAL;CLL 182A;CLL 182A;525268;TRAMO 1;"instalación de arena de peña para cama y recubrimiento de tubería de 8"" pvc agua potable";2
15431;24;102;6.REDES DE ACUEDUCTO;IDU;1199;1211;1001035;6.11.;"TUBERIA PVC D=8"" TIPO U.M. RDE 21 (Suministro e Instalación)";ML;12;0;0;12;145554;1746648;ORIENTAL;CLL 182A;CLL 182A;525268;TRAMO 1;"instalación de tubería de 8"" pvc agua potable";2
15432;24;102;6.REDES DE ACUEDUCTO;IDU;1199;1211;1001035;NP-126;"SEÑALIZACIÓN PREVENTIVA PARA REDES DE SERVICIOS PÚBLICOS CON CINTA DE 500 MT X 4"" PELIGRO CALIBRE 3.5  (INCLUYE SUMINISTRO Y COLOCACIÓN)";m;12;0;0;12;245;2940;ORIENTAL;CLL 182A;CLL 182A;525268;TRAMO 1;"instalación de cinta para señalización de tubería de 8"" pvc agua potable";2
15433;24;102;6.REDES DE ACUEDUCTO;IDU;1199;1211;1001035;6.05.;RELLENO PARA REDES EN SUBBASE GRANULAR B-200 (Suministro, Extendido, Humedecimiento y Compactación);M3;12;0.6;0.55;3.96;59152;234242;ORIENTAL;CLL 182A;CLL 182A;525268;TRAMO 1;"instalación de material granular b200 para tubería de 8"" pvc agua potable, material hasta la sub rasante del espacio público";2
15434;24;102;3.PAVIMENTOS;IDU;1820;1849;1000259;3.07.;IMPRIMACIÓN CON EMULSIÓN ASFÁLTICA CRR-1 (Suministro, Barrido Superficie y Riego);M2;5.6;0.6;0;3.36;1478;4966;OCCIDENTAL;CALLE 192;CALLE 192;91062393;TRAMO 2;imprimacion para mezcla asfaltica 1 - reproceso;2
15435;24;102;3.PAVIMENTOS;IDU;1820;1849;1000259;3.07.;IMPRIMACIÓN CON EMULSIÓN ASFÁLTICA CRR-1 (Suministro, Barrido Superficie y Riego);M2;4;0.6;0;2.4;1478;3547;OCCIDENTAL;CALLE 192;CALLE 192;91062393;TRAMO 2;imprimacion 3 - reproceso;2
15436;24;102;3.PAVIMENTOS;IDU;1820;1849;1000259;3.07.;IMPRIMACIÓN CON EMULSIÓN ASFÁLTICA CRR-1 (Suministro, Barrido Superficie y Riego);M2;2.3;9.5;0;21.85;1478;32294;OCCIDENTAL;CALLE 192;CALLE 192;91062393;TRAMO 2;imprimacion 3 - reproceso;2
15437;24;102;3.PAVIMENTOS;IDU;1820;1849;1000259;3.07.;IMPRIMACIÓN CON EMULSIÓN ASFÁLTICA CRR-1 (Suministro, Barrido Superficie y Riego);M2;11;3.2;0;35.2;1478;52026;OCCIDENTAL;CALLE 192;CALLE 192;91062393;TRAMO 2;imprimacion 4 - reproceso;2
15438;24;102;3.PAVIMENTOS;IDU;1820;1849;1000259;3.07.;IMPRIMACIÓN CON EMULSIÓN ASFÁLTICA CRR-1 (Suministro, Barrido Superficie y Riego);M2;5;2.98;0;14.9;1478;22022;OCCIDENTAL;CALLE 192;CALLE 192;91062393;TRAMO 2;imprimacion 5 - reproceso;2
15439;24;102;3.PAVIMENTOS;IDU;1820;1849;1000259;3.07.;IMPRIMACIÓN CON EMULSIÓN ASFÁLTICA CRR-1 (Suministro, Barrido Superficie y Riego);M2;0.8;0.8;0;0.64;1478;946;OCCIDENTAL;CALLE 192;CALLE 192;91062393;TRAMO 2;imprimacion 6 - reproceso;2
15441;24;102;3.PAVIMENTOS;IDU;1820;1849;1000259;3.02.;MEZCLA ASFALTICA EN CALIENTE TIPO DENSO MD20 ASFALTO CONVENCIONAL (Suministro, Extendido, Nivelación y Compactación);M3;4;0.6;0.15;0.36;565466;203568;OCCIDENTAL;CALLE 192;CALLE 192;91062393;TRAMO 2;instalacion asfaltica 2 - reproceso;2
15440;24;102;3.PAVIMENTOS;IDU;1820;1849;1000259;3.02.;MEZCLA ASFALTICA EN CALIENTE TIPO DENSO MD20 ASFALTO CONVENCIONAL (Suministro, Extendido, Nivelación y Compactación);M3;5.6;0.6;0.15;0.5;565466;282733;OCCIDENTAL;CALLE 192;CALLE 192;91062393;TRAMO 2;instslacion mezcla asfaltica 1 reproceso;2
15442;24;102;3.PAVIMENTOS;IDU;1820;1849;1000259;3.02.;MEZCLA ASFALTICA EN CALIENTE TIPO DENSO MD20 ASFALTO CONVENCIONAL (Suministro, Extendido, Nivelación y Compactación);M3;2.3;9.5;0.15;3.28;565466;1854728;OCCIDENTAL;CALLE 192;CALLE 192;91062393;TRAMO 2;instalacion asfaltica 3 - reproceso;2
15443;24;102;3.PAVIMENTOS;IDU;1820;1849;1000259;3.02.;MEZCLA ASFALTICA EN CALIENTE TIPO DENSO MD20 ASFALTO CONVENCIONAL (Suministro, Extendido, Nivelación y Compactación);M3;11;3.2;0.16;5.63;565466;3183574;OCCIDENTAL;CALLE 192;CALLE 192;91062393;TRAMO 2;instalacion asfaltica 4 - reproceso;2
15444;24;107;3.PAVIMENTOS;IDU;1820;1849;1000259;3.02.;MEZCLA ASFALTICA EN CALIENTE TIPO DENSO MD20 ASFALTO CONVENCIONAL (Suministro, Extendido, Nivelación y Compactación);M3;5;2.98;0.15;2.24;565466;1266644;OCCIDENTAL;CALLE 192;CALLE 192;91062393;TRAMO 2;instalacion asfaltica 5 - reproceso;2
15445;24;102;3.PAVIMENTOS;IDU;1820;1849;1000259;3.02.;MEZCLA ASFALTICA EN CALIENTE TIPO DENSO MD20 ASFALTO CONVENCIONAL (Suministro, Extendido, Nivelación y Compactación);M3;0.8;0.8;0.15;0.1;565466;56547;OCCIDENTAL;CALLE 192;CALLE 192;91062393;TRAMO 2;instalacion asfaltica 6 - reproceso;2
15446;24;102;3.PAVIMENTOS;IDU;2380;2430;1000131;3.07.;IMPRIMACIÓN CON EMULSIÓN ASFÁLTICA CRR-1 (Suministro, Barrido Superficie y Riego);M2;4.2;2.2;0;9.24;1478;13657;OCCIDENTAL;CALLE 192 N 8B;CALLE 192 N 8B;91062379;TRAMO 2;imprimacion 1;2
