registro;acta;semana;capitulo;competencia;abs_inicial;abs_final;civ;item;descripcion;und;longitud;ancho;espesor;cantidad;valor_unitario;costo_directo;calzada;tramo_inicio;tramo_final;pk_id;tramo;observaciones;contrato_id
6056;12;46;2.RELLENOS;IDU;1042;1064;1001082;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;10;4.5;0.35;15.75;132363;2084717;OCCIDENTAL;CLL181;CLL182;91062406;TRAMO 1;rajon para conformación de estructura de vía;2
6057;12;46;2.RELLENOS;IDU;90;110;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;20;10;0.4;80;132363;10589040;OCCIDENTAL;CLL170;CLL172;503549;TRAMO 1;rajón para conformación de estructura de vía;2
6058;12;46;2.RELLENOS;IDU;1052;1064;1001082;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;12;4.5;0.35;18.9;132363;2501661;OCCIDENTAL;CLL181;CLL182;91062406;TRAMO 1;rajón para conformación de estructura de vía;2
6059;12;47;2.RELLENOS;IDU;60;70;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;10;10.5;0.4;42;132363;5559246;ORIENTAL;CLL170;CLL172;503551;TRAMO 1;rajón para conformación de estructura de vía;2
6060;12;47;2.RELLENOS;IDU;1064;1075;1001082;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;9;4.2;0.35;13.23;132363;1751162;OCCIDENTAL;CLL181;CLL182;91062406;TRAMO 1;rajón para conformación de estructura de vía;2
6061;12;47;2.RELLENOS;IDU;50;60;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;10;10;0.4;40;132363;5294520;ORIENTAL;CLL170;CLL172;503551;TRAMO 1;rajón para conformacion de estructura de vía;2
6062;12;47;2.RELLENOS;IDU;990.5;998;1001082;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;7.5;3.1;0.35;8.14;132363;1077435;OCCIDENTAL;CLL181;CLL182;91062406;TRAMO 1;rajon para conformación de estructura de vía;2
6063;12;47;2.RELLENOS;IDU;990.5;998;1001082;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;7.5;2.2;0.35;5.78;132363;765058;OCCIDENTAL;CLL181;CLL182;91062406;TRAMO 1;rajon para conformación de estructura de vía;2
6064;12;48;2.RELLENOS;IDU;1072;1090;1001082;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;10;3.9;0.35;13.65;132363;1806755;OCCIDENTAL;CLL181;CLL182;91062406;TRAMO 1;rajón para conformación de estructura de vía;2
6065;12;48;2.RELLENOS;IDU;70;90;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;20;10;0.4;80;132363;10589040;ORIENTAL;CLL170;CLL172;503551;TRAMO 1;rajón para conformacion de estructura de vía;2
6066;12;48;2.RELLENOS;IDU;60;70;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;10;10.5;0.4;42;132363;5559246;ORIENTAL;CLL170;CLL172;503551;TRAMO 1;rajón para conformacion de estructura de vía - sobre ancho en vía;2
6067;12;48;2.RELLENOS;IDU;50;60;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;10;11.3;0.4;45.2;132363;5982808;ORIENTAL;CLL170;CLL172;503551;TRAMO 1;rajón para conformacion de estructura de vía - sobre ancho en vía;2
6068;12;48;2.RELLENOS;IDU;110;120;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;10;10;0.4;40;132363;5294520;ORIENTAL;CLL170;CLL172;503551;TRAMO 1;rajón para conformacion de estructura de vía - sobre ancho en vía;2
6069;12;48;2.RELLENOS;IDU;1600;1602;1000717;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;2;2.2;0.3;1.32;132363;174719;ORIENTAL;CLL185C;CLL186;91062386;TRAMO 2;rajon para mejoramiento de subrasante por zonas inestables;2
6070;12;49;2.RELLENOS;IDU;190;210;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;20;10;0.35;70;132363;9265410;OCCIDENTAL;CLL170;CLL172;503549;TRAMO 1;rajon para conformación de estructura de vía - reconocimiento a subcontratista;2
6071;12;49;2.RELLENOS;IDU;999;1009;1001082;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;10;3.3;0.35;11.55;132363;1528793;OCCIDENTAL;CLL181;CLL182;91062406;TRAMO 1;rajon para conformacion de estructura de via;2
6072;12;49;2.RELLENOS;IDU;160;210;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;50;10;0.35;175;132363;23163525;OCCIDENTAL;CLL170;CLL172;503549;TRAMO 1;instalacion de rajon para conformacion de estructura de vía;2
6073;12;50;2.RELLENOS;IDU;1009;1013;1001082;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;4;3.5;0.35;4.9;132363;648579;OCCIDENTAL;CLL181;CLL182;91062406;TRAMO 1;rajon para conformacion de estructura de via;2
6074;12;50;2.RELLENOS;IDU;130;180;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;30;12;0.35;126;132363;16677738;OCCIDENTAL;CLL170;CLL172;503549;TRAMO 1;rajon para conformacion de estructura de vía;2
6075;12;50;2.RELLENOS;IDU;1087;1103;1001082;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;16;4;0.35;22.4;132363;2964931;OCCIDENTAL;CLL181;CLL182;91062406;TRAMO 1;rajon para conformacion de estructura de vía;2
6076;12;50;2.RELLENOS;IDU;1103;1114;1001082;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;11;4;0.35;15.4;132363;2038390;OCCIDENTAL;CLL181;CLL182;91062406;TRAMO 1;rajon para conformacion de estructura de vía;2
6077;12;51;2.RELLENOS;IDU;100;115;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;15;10;0.35;52.5;132363;6949058;OCCIDENTAL;CLL170;CLL170;503549;TRAMO 1;rajon para conformacion de via;2
6078;12;51;2.RELLENOS;IDU;100;115;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;15;10;0.35;52.5;132363;6949058;OCCIDENTAL;CLL170;CLL170;503549;TRAMO 1;rajon para conformacion de via;2
6079;12;52;2.RELLENOS;IDU;200;210;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;10;10;0.4;40;132363;5294520;ORIENTAL;CLL170;CLL172;503551;TRAMO 1;rajon para conformacion de estructura de vía;2
6080;12;51;2.RELLENOS;IDU;160;180;1001382;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;20;10;0.4;80;132363;10589040;ORIENTAL;CLL170;CLL172;503551;TRAMO 1;rajon para conformacion de estructura de vía;2
6081;12;51;2.RELLENOS;IDU;604;609;1001348;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;5;1.95;0.5;4.88;132363;645931;ORIENTAL;PZ44;PZ45;91062402;TRAMO 1;rajon para instalacion de redes de alcantarillado pluvial;2
6082;12;51;2.RELLENOS;IDU;1012;1024;1001082;NP-296;ESTABILIZACIÓN DE SUBRASANTE CON RAJÓN, INCLUYE EQUIPO DE COMPACTACIÓN (SUMINISTRO, EXTENDIDO A MANO, NIVELACIÓN Y COMPACTACIÓN CON RETROEXCAVADORA SOBRE ORUGA Y BENITÍN DE 1 TONELADA INCLUYEN OPERARIO Y COMBUSTIBLE.;M3;12;4;0.35;16.8;132363;2223698;OCCIDENTAL;CLL181;CLL182;91062406;TRAMO 1;rajon para conformacion de estructura de vía;2
6083;12;13;8.CODENSA REDES SECAS;IDU;0;0;1001348;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-40;184579;-7383160;ORIENTAL;;;91062402;TRAMO 1;;2
6084;12;14;8.CODENSA REDES SECAS;IDU;0;0;1001348;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-41;184579;-7567739;ORIENTAL;;;91062402;TRAMO 1;;2
6085;12;15;8.CODENSA REDES SECAS;IDU;0;0;1001348;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-33;184579;-6091107;ORIENTAL;;;91062402;TRAMO 1;;2
6086;12;15;8.CODENSA REDES SECAS;IDU;0;0;1001348;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-42;184579;-7752318;ORIENTAL;;;91062402;TRAMO 1;;2
6087;12;22;8.CODENSA REDES SECAS;IDU;0;0;1001348;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-42;184579;-7752318;ORIENTAL;;;91062402;TRAMO 1;;2
6088;12;25;8.CODENSA REDES SECAS;IDU;0;0;1007124;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-15.95;184579;-2944035;ORIENTAL;;;91062394;TRAMO 2;;2
6089;12;25;8.CODENSA REDES SECAS;IDU;0;0;1000938;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-86.91;184579;-16041761;ORIENTAL;;;91062388;TRAMO 2;;2
6090;12;25;8.CODENSA REDES SECAS;IDU;0;0;1006360;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-14.05;184579;-2593335;ORIENTAL;;;91062381;TRAMO 2;;2
6091;12;25;8.CODENSA REDES SECAS;IDU;0;0;1001348;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-44;184579;-8121476;ORIENTAL;;;91062402;TRAMO 1;;2
6092;12;30;8.CODENSA REDES SECAS;IDU;1153.5;1520;1006360;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-6;184579;-1107474;ORIENTAL;;;91062381;TRAMO 2;;2
6093;12;31;8.CODENSA REDES SECAS;IDU;1520;1544;1006360;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-6;184579;-1107474;ORIENTAL;;;91062381;TRAMO 2;;2
6094;12;31;8.CODENSA REDES SECAS;IDU;1544;1550;1006975;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-6;184579;-1107474;ORIENTAL;;;91062385;TRAMO 2;;2
6095;12;31;8.CODENSA REDES SECAS;IDU;1550;1556;1006975;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-6;184579;-1107474;ORIENTAL;;;91062385;TRAMO 2;;2
6096;12;33;8.CODENSA REDES SECAS;IDU;218;0;1001351;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;;;;-6;184579;-1107474;ORIENTAL;;;530737;TRAMO 1;;2
6097;12;35;8.CODENSA REDES SECAS;IDU;230;230;1001348;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;16.6;0;0;-16.6;184579;-3064011;ORIENTAL;CS27630;CS27631;91062402;TRAMO 1;"ducteria 6 ductos d=6"" + 3 ductos 3"" pvc tdp( no incluye relleno";2
6098;12;36;8.CODENSA REDES SECAS;IDU;1610;1580;1000717;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;24.13;0;0;-24.13;184579;-4453891;ORIENTAL;CS276(117);CS276(116);91062386;TRAMO 2;"6 ductosd=6"" +3 ductos d=3"" pvc tpd para red codensa caja cs276(117-116)";2
6099;12;36;8.CODENSA REDES SECAS;IDU;1580;1565;1000717;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;15.46;0;0;-15.46;184579;-2853591;ORIENTAL;CS276(116);CS276(116-1);91062386;TRAMO 2;"6 ductosd=6"" +3 ductos d=3"" pvc tpd para red codensa caja cs276(116-116-1)";2
6100;12;36;8.CODENSA REDES SECAS;IDU;1565;1543;1006975;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;22.56;0;0;-22.56;184579;-4164102;ORIENTAL;CS(116-1);CS276(115);91062385;TRAMO 2;"6 ductosd=6"" +3 ductos d=3"" pvc tpd para red codensa caja cs276(116-1  , 115)";2
6101;12;36;8.CODENSA REDES SECAS;IDU;1556;1543;1006975;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;-13;0;0;13;184579;2399527;ORIENTAL;E.P;E.P;91062385;TRAMO 2;"6 ductosd=6"" +3 ductos d=3"" pvc tpd para red codensa caja cs276 descuento del mes agosto";2
6102;12;48;8.CODENSA REDES SECAS;IDU;1 118.00;1 136.00;1001082;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;18;0;0;-18;184579;-3322422;OCCIDENTAL;CS276-72;CS276-73;91062403;TRAMO 1;tubería para instalacion de redes de codensa;2
6103;12;49;8.CODENSA REDES SECAS;IDU;1136;1141.3;1001082;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;5.3;0;0;-5.3;184579;-978269;ORIENTAL;CS276-72;CS276-73;91062397;TRAMO 1;ducteria para instalacion de redes de codensa;2
6104;12;49;8.CODENSA REDES SECAS;IDU;1086;1098;1001082;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;12;0;0;-12;184579;-2214948;ORIENTAL;CS276-71;CS276-72-1;91062400;TRAMO 1;ducteria para redes de codensa;2
6105;12;50;8.CODENSA REDES SECAS;IDU;1620;1618;1000717;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;6;0;0;-6;184579;-1107474;ORIENTAL;CS276-117;CS276-118;91062386;TRAMO 2;ducteria para instalacion de redes de codensa;2
6106;12;50;8.CODENSA REDES SECAS;IDU;1618;1624;1000717;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;6;0;0;-6;184579;-1107474;ORIENTAL;CS276-117;CS276-118;91062386;TRAMO 2;ducteria para instalacion de redes de codensa;2
6107;12;50;8.CODENSA REDES SECAS;IDU;1102;1118;1001082;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;16;0;0;-16;184579;-2953264;ORIENTAL;CS276-72-1;CS276-72;91062400;TRAMO 1;ducteria para instalacion de redes de codensa;2
6108;12;50;8.CODENSA REDES SECAS;IDU;1076;1098;1001082;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;22;0;0;-22;184579;-4060738;ORIENTAL;CS276-71;CS276-72-1;91062400;TRAMO 1;ducteria para instalacion de redes de codensa;2
6109;12;50;8.CODENSA REDES SECAS;IDU;1128;1166;1001082;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;38;0;0;-38;184579;-7014002;OCCIDENTAL;CS276-251;CS276-249;91062403;TRAMO 1;ducteria para instalacion de redes de codensa;2
6110;12;50;8.CODENSA REDES SECAS;IDU;1168;1204;1001035;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;36;0;0;-36;184579;-6644844;OCCIDENTAL;CS276-249;CS276-247;91062414;TRAMO 1;ducteria para instalación de redes electricas codensa;2
6111;12;51;8.CODENSA REDES SECAS;IDU;1206;1230;1001082;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;24;0;0;-24;184579;-4429896;OCCIDENTAL;CS276-247;CS276-245;91062403;TRAMO 1;tuberia para instalacion de redes de codensa;2
6112;12;54;8.CODENSA REDES SECAS;IDU;1230;1245;1006372;NP-128;"6 DUCTOS DE D=6"" + 3 DUCTOS D=3"" PVC TDP. SUMINISTRO E INSTALACION. (No incluye rellenos).";ML;15;0;0;-15;184579;-2768685;OCCIDENTAL;CS276-247;CS276-245;91062407;TRAMO 1;ducteria para instalacion de redes de codensa;2
6113;12;13;8.CODENSA REDES SECAS;IDU;0;0;1001348;NP-290;"6 DUCTO D= 6"" + 3 DUCTOS DE 3"" PVC TDP (NO INCLUYE EXCAVACIÓN NI RELLENOS). SUMINISTRO E INSTALACION.";ML;;;;40;273867;10954680;ORIENTAL;;;91062402;TRAMO 1;;2
6114;12;14;8.CODENSA REDES SECAS;IDU;0;0;1001348;NP-290;"6 DUCTO D= 6"" + 3 DUCTOS DE 3"" PVC TDP (NO INCLUYE EXCAVACIÓN NI RELLENOS). SUMINISTRO E INSTALACION.";ML;;;;41;273867;11228547;ORIENTAL;;;91062402;TRAMO 1;;2
6115;12;15;8.CODENSA REDES SECAS;IDU;0;0;1001348;NP-290;"6 DUCTO D= 6"" + 3 DUCTOS DE 3"" PVC TDP (NO INCLUYE EXCAVACIÓN NI RELLENOS). SUMINISTRO E INSTALACION.";ML;;;;33;273867;9037611;ORIENTAL;;;91062402;TRAMO 1;;2
6116;12;15;8.CODENSA REDES SECAS;IDU;0;0;1001348;NP-290;"6 DUCTO D= 6"" + 3 DUCTOS DE 3"" PVC TDP (NO INCLUYE EXCAVACIÓN NI RELLENOS). SUMINISTRO E INSTALACION.";ML;;;;42;273867;11502414;ORIENTAL;;;91062402;TRAMO 1;;2
6117;12;22;8.CODENSA REDES SECAS;IDU;0;0;1001348;NP-290;"6 DUCTO D= 6"" + 3 DUCTOS DE 3"" PVC TDP (NO INCLUYE EXCAVACIÓN NI RELLENOS). SUMINISTRO E INSTALACION.";ML;;;;42;273867;11502414;ORIENTAL;;;91062402;TRAMO 1;;2
6118;12;25;8.CODENSA REDES SECAS;IDU;0;0;1007124;NP-290;"6 DUCTO D= 6"" + 3 DUCTOS DE 3"" PVC TDP (NO INCLUYE EXCAVACIÓN NI RELLENOS). SUMINISTRO E INSTALACION.";ML;;;;15.95;273867;4368179;ORIENTAL;;;91062394;TRAMO 2;;2
6119;12;25;8.CODENSA REDES SECAS;IDU;0;0;1000938;NP-290;"6 DUCTO D= 6"" + 3 DUCTOS DE 3"" PVC TDP (NO INCLUYE EXCAVACIÓN NI RELLENOS). SUMINISTRO E INSTALACION.";ML;;;;86.91;273867;23801781;ORIENTAL;;;91062388;TRAMO 2;;2
6120;12;25;8.CODENSA REDES SECAS;IDU;0;0;1006360;NP-290;"6 DUCTO D= 6"" + 3 DUCTOS DE 3"" PVC TDP (NO INCLUYE EXCAVACIÓN NI RELLENOS). SUMINISTRO E INSTALACION.";ML;;;;14.05;273867;3847831;ORIENTAL;;;91062381;TRAMO 2;;2
